Time,Switch,Interface,Sent,Received
1582205181.33043,14,4294967293,132,0
1582205181.33043,14,4294967291,0,0
1582205181.33043,14,1,0,0
1582205181.33043,14,2,0,0
1582205181.181344,15,0,0,0
1582205181.181344,15,65533,0,0
1582205181.181344,15,65534,0,0
1582205181.181344,15,65531,0,0
1582205181.181344,15,4294967293,132,0
1582205181.181344,15,4294967291,0,0
1582205181.181344,15,1,0,0
1582205181.181344,15,2,0,0
1582205180.78674,16,0,0,0
1582205180.78674,16,65533,0,0
1582205180.78674,16,65534,0,0
1582205180.78674,16,65531,0,0
1582205180.78674,16,4294967293,131,0
1582205180.78674,16,4294967291,0,0
1582205180.78674,16,1,0,0
1582205180.78674,16,2,0,0
1582205181.141242,17,0,0,0
1582205181.141242,17,65533,0,0
1582205181.141242,17,65534,0,0
1582205181.141242,17,65531,0,0
1582205181.141242,17,4294967293,131,0
1582205181.141242,17,4294967291,0,0
1582205181.141242,17,1,0,0
1582205181.141242,17,2,0,0
1582205182.616974,1,0,0,0
1582205182.616974,1,65533,0,0
1582205182.616974,1,65534,0,0
1582205182.616974,1,65531,0,0
1582205182.616974,1,4294967293,131,0
1582205182.616974,1,4294967291,0,0
1582205182.616974,1,1,0,0
1582205182.616974,1,2,0,0
1582205182.616974,1,4,0,0
1582205182.616974,1,5,0,0
1582205182.616974,1,3,0,0
1582205183.031253,2,0,0,0
1582205183.031253,2,65533,0,0
1582205183.031253,2,65534,0,0
1582205183.031253,2,65531,0,0
1582205183.031253,2,4294967293,131,0
1582205183.031253,2,4294967291,0,0
1582205183.031253,2,1,0,0
1582205183.031253,2,2,0,0
1582205183.031253,2,3,0,0
1582205183.434562,3,0,0,0
1582205183.434562,3,65533,0,0
1582205183.434562,3,65534,0,0
1582205183.434562,3,65531,0,0
1582205183.434562,3,4294967293,131,0
1582205183.434562,3,4294967291,0,0
1582205183.434562,3,1,0,0
1582205183.434562,3,2,0,0
1582205183.434562,3,4,0,0
1582205183.434562,3,5,0,0
1582205183.434562,3,3,0,0
1582205183.4451,4,0,0,0
1582205183.4451,4,65533,0,0
1582205183.4451,4,65534,0,0
1582205183.4451,4,65531,0,0
1582205183.4451,4,4294967293,132,0
1582205183.4451,4,4294967291,0,0
1582205183.4451,4,1,0,0
1582205183.4451,4,2,0,0
1582205183.4451,4,3,0,0
1582205182.886022,5,0,0,0
1582205182.886022,5,65533,0,0
1582205182.886022,5,65534,0,0
1582205182.886022,5,65531,0,0
1582205182.886022,5,4294967293,131,0
1582205182.886022,5,4294967291,0,0
1582205182.886022,5,4,0,0
1582205182.886022,5,1,0,0
1582205182.886022,5,2,0,0
1582205182.886022,5,3,0,0
1582205183.303258,6,0,0,0
1582205183.303258,6,65533,0,0
1582205183.303258,6,65534,0,0
1582205183.303258,6,65531,0,0
1582205183.303258,6,4294967293,131,0
1582205183.303258,6,4294967291,0,0
1582205183.303258,6,1,0,0
1582205183.303258,6,2,0,0
1582205183.303258,6,3,0,0
1582205182.635477,8,0,0,0
1582205182.635477,8,65533,0,0
1582205182.635477,8,65534,0,0
1582205182.635477,8,65531,0,0
1582205182.635477,8,4294967293,131,0
1582205182.635477,8,4294967291,0,0
1582205182.635477,8,1,0,0
1582205182.635477,8,2,0,0
1582205182.839316,9,0,0,0
1582205182.839316,9,65533,0,0
1582205182.839316,9,65534,0,0
1582205182.839316,9,65531,0,0
1582205182.839316,9,4294967293,131,0
1582205182.839316,9,4294967291,0,0
1582205182.839316,9,1,0,0
1582205182.839316,9,2,0,0
1582205183.014609,10,0,0,0
1582205183.014609,10,65533,0,0
1582205183.014609,10,65534,0,0
1582205183.014609,10,65531,0,0
1582205183.014609,10,4294967293,131,0
1582205183.014609,10,4294967291,0,0
1582205183.014609,10,1,0,0
1582205183.014609,10,2,0,0
1582205182.8993,11,0,0,0
1582205182.8993,11,65533,0,0
1582205182.8993,11,65534,0,0
1582205182.8993,11,65531,0,0
1582205182.8993,11,4294967293,131,0
1582205182.8993,11,4294967291,0,0
1582205182.8993,11,1,0,0
1582205182.8993,11,2,0,0
1582205183.415221,12,0,0,0
1582205183.415221,12,65533,0,0
1582205183.415221,12,65534,0,0
1582205183.415221,12,65531,0,0
1582205183.415221,12,4294967293,131,0
1582205183.415221,12,4294967291,0,0
1582205183.415221,12,1,0,0
1582205183.415221,12,2,0,0
1582205183.32207,13,0,0,0
1582205183.32207,13,65533,0,0
1582205183.32207,13,65534,0,0
1582205183.32207,13,65531,0,0
1582205183.32207,13,4294967293,131,0
1582205183.32207,13,4294967291,0,0
1582205183.32207,13,1,0,0
1582205183.32207,13,2,0,0
1582205183.455905,14,0,0,0
1582205183.455905,14,65533,0,0
1582205183.455905,14,65534,0,0
1582205183.455905,14,65531,0,0
1582205183.455905,14,4294967293,132,0
1582205183.455905,14,4294967291,0,0
1582205183.455905,14,1,0,0
1582205183.455905,14,2,0,0
1582205183.312652,15,0,0,0
1582205183.312652,15,65533,0,0
1582205183.312652,15,65534,0,0
1582205183.312652,15,65531,0,0
1582205183.312652,15,4294967293,132,0
1582205183.312652,15,4294967291,0,0
1582205183.312652,15,1,0,0
1582205183.312652,15,2,0,0
1582205182.910959,16,0,0,0
1582205182.910959,16,65533,0,0
1582205182.910959,16,65534,0,0
1582205182.910959,16,65531,0,0
1582205182.910959,16,4294967293,131,0
1582205182.910959,16,4294967291,0,0
1582205182.910959,16,1,0,0
1582205182.910959,16,2,0,0
1582205183.278075,17,0,0,0
1582205183.278075,17,65533,0,0
1582205183.278075,17,65534,0,0
1582205183.278075,17,65531,0,0
1582205183.278075,17,4294967293,131,0
1582205183.278075,17,4294967291,0,0
1582205183.278075,17,1,0,0
1582205183.278075,17,2,0,0
1582205184.705412,1,0,0,0
1582205184.705412,1,65533,0,0
1582205184.705412,1,65534,0,0
1582205184.705412,1,65531,0,0
1582205184.705412,1,4294967293,131,0
1582205184.705412,1,4294967291,0,0
1582205184.705412,1,1,0,0
1582205184.705412,1,2,0,0
1582205184.705412,1,4,0,0
1582205184.705412,1,5,0,0
1582205184.705412,1,3,0,0
1582205185.133635,2,0,0,0
1582205185.133635,2,65533,0,0
1582205185.133635,2,65534,0,0
1582205185.133635,2,65531,0,0
1582205185.133635,2,4294967293,131,0
1582205185.133635,2,4294967291,0,0
1582205185.133635,2,1,0,0
1582205185.133635,2,2,0,0
1582205185.133635,2,3,0,0
1582205185.540125,3,0,0,0
1582205185.540125,3,65533,0,0
1582205185.540125,3,65534,0,0
1582205185.540125,3,65531,0,0
1582205185.540125,3,4294967293,131,0
1582205185.540125,3,4294967291,0,0
1582205185.540125,3,1,0,0
1582205185.540125,3,2,0,0
1582205185.540125,3,4,0,0
1582205185.540125,3,5,0,0
1582205185.540125,3,3,0,0
1582205185.555115,4,0,0,0
1582205185.555115,4,65533,0,0
1582205185.555115,4,65534,0,0
1582205185.555115,4,65531,0,0
1582205185.555115,4,4294967293,132,0
1582205185.555115,4,4294967291,0,0
1582205185.555115,4,1,0,0
1582205185.555115,4,2,0,0
1582205185.555115,4,3,0,0
1582205184.982174,5,0,0,0
1582205184.982174,5,65533,0,0
1582205184.982174,5,65534,0,0
1582205184.982174,5,65531,0,0
1582205184.982174,5,4294967293,131,0
1582205184.982174,5,4294967291,0,0
1582205184.982174,5,4,0,0
1582205184.982174,5,1,0,0
1582205184.982174,5,2,0,0
1582205184.982174,5,3,0,0
1582205185.415458,6,0,0,0
1582205185.415458,6,65533,0,0
1582205185.415458,6,65534,0,0
1582205185.415458,6,65531,0,0
1582205185.415458,6,4294967293,131,0
1582205185.415458,6,4294967291,0,0
1582205185.415458,6,1,0,0
1582205185.415458,6,2,0,0
1582205185.415458,6,3,0,0
1582205184.717845,8,0,0,0
1582205184.717845,8,65533,0,0
1582205184.717845,8,65534,0,0
1582205184.717845,8,65531,0,0
1582205184.717845,8,4294967293,131,0
1582205184.717845,8,4294967291,0,0
1582205184.717845,8,1,0,0
1582205184.717845,8,2,0,0
1582205184.94998,9,0,0,0
1582205184.94998,9,65533,0,0
1582205184.94998,9,65534,0,0
1582205184.94998,9,65531,0,0
1582205184.94998,9,4294967293,131,0
1582205184.94998,9,4294967291,0,0
1582205184.94998,9,1,0,0
1582205184.94998,9,2,0,0
1582205185.1146,10,0,0,0
1582205185.1146,10,65533,0,0
1582205185.1146,10,65534,0,0
1582205185.1146,10,65531,0,0
1582205185.1146,10,4294967293,131,0
1582205185.1146,10,4294967291,0,0
1582205185.1146,10,1,0,0
1582205185.1146,10,2,0,0
1582205185.003422,11,0,0,0
1582205185.003422,11,65533,0,0
1582205185.003422,11,65534,0,0
1582205185.003422,11,65531,0,0
1582205185.003422,11,4294967293,131,0
1582205185.003422,11,4294967291,0,0
1582205185.003422,11,1,0,0
1582205185.003422,11,2,0,0
1582205185.571339,12,0,0,0
1582205185.571339,12,65533,0,0
1582205185.571339,12,65534,0,0
1582205185.571339,12,65531,0,0
1582205185.571339,12,4294967293,131,0
1582205185.571339,12,4294967291,0,0
1582205185.571339,12,1,0,0
1582205185.571339,12,2,0,0
1582205185.376489,13,0,0,0
1582205185.376489,13,65533,0,0
1582205185.376489,13,65534,0,0
1582205185.376489,13,65531,0,0
1582205185.376489,13,4294967293,131,0
1582205185.376489,13,4294967291,0,0
1582205185.376489,13,1,0,0
1582205185.376489,13,2,0,0
1582205185.51309,14,0,0,0
1582205185.51309,14,65533,0,0
1582205185.51309,14,65534,0,0
1582205185.51309,14,65531,0,0
1582205185.51309,14,4294967293,132,0
1582205185.51309,14,4294967291,0,0
1582205185.51309,14,1,0,0
1582205185.51309,14,2,0,0
1582205185.356958,15,0,0,0
1582205185.356958,15,65533,0,0
1582205185.356958,15,65534,0,0
1582205185.356958,15,65531,0,0
1582205185.356958,15,4294967293,132,0
1582205185.356958,15,4294967291,0,0
1582205185.356958,15,1,0,0
1582205185.356958,15,2,0,0
1582205184.994538,16,0,0,0
1582205184.994538,16,65533,0,0
1582205184.994538,16,65534,0,0
1582205184.994538,16,65531,0,0
1582205184.994538,16,4294967293,131,0
1582205184.994538,16,4294967291,0,0
1582205184.994538,16,1,0,0
1582205184.994538,16,2,0,0
1582205185.323231,17,0,0,0
1582205185.323231,17,65533,0,0
1582205185.323231,17,65534,0,0
1582205185.323231,17,65531,0,0
1582205185.323231,17,4294967293,131,0
1582205185.323231,17,4294967291,0,0
1582205185.323231,17,1,0,0
1582205185.323231,17,2,0,0
1582205186.807065,1,0,0,0
1582205186.807065,1,65533,0,0
1582205186.807065,1,65534,0,0
1582205186.807065,1,65531,0,0
1582205186.807065,1,4294967293,131,0
1582205186.807065,1,4294967291,0,0
1582205186.807065,1,1,0,0
1582205186.807065,1,2,0,0
1582205186.807065,1,4,0,0
1582205186.807065,1,5,0,0
1582205186.807065,1,3,0,0
1582205187.228168,2,0,0,0
1582205187.228168,2,65533,0,0
1582205187.228168,2,65534,0,0
1582205187.228168,2,65531,0,0
1582205187.228168,2,4294967293,131,0
1582205187.228168,2,4294967291,0,0
1582205187.228168,2,1,0,0
1582205187.228168,2,2,0,0
1582205187.228168,2,3,0,0
1582205187.676712,3,0,0,0
1582205187.676712,3,65533,0,0
1582205187.676712,3,65534,0,0
1582205187.676712,3,65531,0,0
1582205187.676712,3,4294967293,131,0
1582205187.676712,3,4294967291,0,0
1582205187.676712,3,1,0,0
1582205187.676712,3,2,0,0
1582205187.676712,3,4,0,0
1582205187.676712,3,5,0,0
1582205187.676712,3,3,0,0
1582205187.724212,4,0,0,0
1582205187.724212,4,65533,0,0
1582205187.724212,4,65534,0,0
1582205187.724212,4,65531,0,0
1582205187.724212,4,4294967293,132,0
1582205187.724212,4,4294967291,0,0
1582205187.724212,4,1,0,0
1582205187.724212,4,2,0,0
1582205187.724212,4,3,0,0
1582205187.081378,5,0,0,0
1582205187.081378,5,65533,0,0
1582205187.081378,5,65534,0,0
1582205187.081378,5,65531,0,0
1582205187.081378,5,4294967293,131,0
1582205187.081378,5,4294967291,0,0
1582205187.081378,5,4,0,0
1582205187.081378,5,1,0,0
1582205187.081378,5,2,0,0
1582205187.081378,5,3,0,0
1582205187.486864,6,0,0,0
1582205187.486864,6,65533,0,0
1582205187.486864,6,65534,0,0
1582205187.486864,6,65531,0,0
1582205187.486864,6,4294967293,131,0
1582205187.486864,6,4294967291,0,0
1582205187.486864,6,1,0,0
1582205187.486864,6,2,0,0
1582205187.486864,6,3,0,0
1582205186.822345,8,0,0,0
1582205186.822345,8,65533,0,0
1582205186.822345,8,65534,0,0
1582205186.822345,8,65531,0,0
1582205186.822345,8,4294967293,131,0
1582205186.822345,8,4294967291,0,0
1582205186.822345,8,1,0,0
1582205186.822345,8,2,0,0
1582205187.043922,9,0,0,0
1582205187.043922,9,65533,0,0
1582205187.043922,9,65534,0,0
1582205187.043922,9,65531,0,0
1582205187.043922,9,4294967293,131,0
1582205187.043922,9,4294967291,0,0
1582205187.043922,9,1,0,0
1582205187.043922,9,2,0,0
1582205187.211194,10,0,0,0
1582205187.211194,10,65533,0,0
1582205187.211194,10,65534,0,0
1582205187.211194,10,65531,0,0
1582205187.211194,10,4294967293,131,0
1582205187.211194,10,4294967291,0,0
1582205187.211194,10,1,0,0
1582205187.211194,10,2,0,0
1582205187.093412,11,0,0,0
1582205187.093412,11,65533,0,0
1582205187.093412,11,65534,0,0
1582205187.093412,11,65531,0,0
1582205187.093412,11,4294967293,131,0
1582205187.093412,11,4294967291,0,0
1582205187.093412,11,1,0,0
1582205187.093412,11,2,0,0
1582205187.621241,12,0,0,0
1582205187.621241,12,65533,0,0
1582205187.621241,12,65534,0,0
1582205187.621241,12,65531,0,0
1582205187.621241,12,4294967293,131,0
1582205187.621241,12,4294967291,0,0
1582205187.621241,12,1,0,0
1582205187.621241,12,2,0,0
1582205187.469915,13,0,0,0
1582205187.469915,13,65533,0,0
1582205187.469915,13,65534,0,0
1582205187.469915,13,65531,0,0
1582205187.469915,13,4294967293,131,0
1582205187.469915,13,4294967291,0,0
1582205187.469915,13,1,0,0
1582205187.469915,13,2,0,0
1582205187.655963,14,0,0,0
1582205187.655963,14,65533,0,0
1582205187.655963,14,65534,0,0
1582205187.655963,14,65531,0,0
1582205187.655963,14,4294967293,132,0
1582205187.655963,14,4294967291,0,0
1582205187.655963,14,1,0,0
1582205187.655963,14,2,0,0
1582205187.497703,15,0,0,0
1582205187.497703,15,65533,0,0
1582205187.497703,15,65534,0,0
1582205187.497703,15,65531,0,0
1582205187.497703,15,4294967293,132,0
1582205187.497703,15,4294967291,0,0
1582205187.497703,15,1,0,0
1582205187.497703,15,2,0,0
1582205187.104067,16,0,0,0
1582205187.104067,16,65533,0,0
1582205187.104067,16,65534,0,0
1582205187.104067,16,65531,0,0
1582205187.104067,16,4294967293,131,0
1582205187.104067,16,4294967291,0,0
1582205187.104067,16,1,0,0
1582205187.104067,16,2,0,0
1582205187.427388,17,0,0,0
1582205187.427388,17,65533,0,0
1582205187.427388,17,65534,0,0
1582205187.427388,17,65531,0,0
1582205187.427388,17,4294967293,131,0
1582205187.427388,17,4294967291,0,0
1582205187.427388,17,1,0,0
1582205187.427388,17,2,0,0
1582205188.89936,1,0,0,0
1582205188.89936,1,65533,0,0
1582205188.89936,1,65534,0,0
1582205188.89936,1,65531,0,0
1582205188.89936,1,4294967293,131,0
1582205188.89936,1,4294967291,0,0
1582205188.89936,1,1,0,0
1582205188.89936,1,2,0,0
1582205188.89936,1,4,0,0
1582205188.89936,1,5,0,0
1582205188.89936,1,3,0,0
1582205189.32436,2,0,0,0
1582205189.32436,2,65533,0,0
1582205189.32436,2,65534,0,0
1582205189.32436,2,65531,0,0
1582205189.32436,2,4294967293,131,0
1582205189.32436,2,4294967291,0,0
1582205189.32436,2,1,0,0
1582205189.32436,2,2,0,0
1582205189.32436,2,3,0,0
1582205189.754095,3,0,0,0
1582205189.754095,3,65533,0,0
1582205189.754095,3,65534,0,0
1582205189.754095,3,65531,0,0
1582205189.754095,3,4294967293,131,0
1582205189.754095,3,4294967291,0,0
1582205189.754095,3,1,0,0
1582205189.754095,3,2,0,0
1582205189.754095,3,4,0,0
1582205189.754095,3,5,0,0
1582205189.754095,3,3,0,0
1582205189.769548,4,0,0,0
1582205189.769548,4,65533,0,0
1582205189.769548,4,65534,0,0
1582205189.769548,4,65531,0,0
1582205189.769548,4,4294967293,132,0
1582205189.769548,4,4294967291,0,0
1582205189.769548,4,1,0,0
1582205189.769548,4,2,0,0
1582205189.769548,4,3,0,0
1582205189.191617,5,0,0,0
1582205189.191617,5,65533,0,0
1582205189.191617,5,65534,0,0
1582205189.191617,5,65531,0,0
1582205189.191617,5,4294967293,131,0
1582205189.191617,5,4294967291,0,0
1582205189.191617,5,4,0,0
1582205189.191617,5,1,0,0
1582205189.191617,5,2,0,0
1582205189.191617,5,3,0,0
1582205189.598756,6,0,0,0
1582205189.598756,6,65533,0,0
1582205189.598756,6,65534,0,0
1582205189.598756,6,65531,0,0
1582205189.598756,6,4294967293,131,0
1582205189.598756,6,4294967291,0,0
1582205189.598756,6,1,0,0
1582205189.598756,6,2,0,0
1582205189.598756,6,3,0,0
1582205188.913991,8,0,0,0
1582205188.913991,8,65533,0,0
1582205188.913991,8,65534,0,0
1582205188.913991,8,65531,0,0
1582205188.913991,8,4294967293,131,0
1582205188.913991,8,4294967291,0,0
1582205188.913991,8,1,0,0
1582205188.913991,8,2,0,0
1582205189.126545,9,0,0,0
1582205189.126545,9,65533,0,0
1582205189.126545,9,65534,0,0
1582205189.126545,9,65531,0,0
1582205189.126545,9,4294967293,131,0
1582205189.126545,9,4294967291,0,0
1582205189.126545,9,1,0,0
1582205189.126545,9,2,0,0
1582205189.305262,10,0,0,0
1582205189.305262,10,65533,0,0
1582205189.305262,10,65534,0,0
1582205189.305262,10,65531,0,0
1582205189.305262,10,4294967293,131,0
1582205189.305262,10,4294967291,0,0
1582205189.305262,10,1,0,0
1582205189.305262,10,2,0,0
1582205189.180388,11,0,0,0
1582205189.180388,11,65533,0,0
1582205189.180388,11,65534,0,0
1582205189.180388,11,65531,0,0
1582205189.180388,11,4294967293,131,0
1582205189.180388,11,4294967291,0,0
1582205189.180388,11,1,0,0
1582205189.180388,11,2,0,0
1582205189.711253,12,0,0,0
1582205189.711253,12,65533,0,0
1582205189.711253,12,65534,0,0
1582205189.711253,12,65531,0,0
1582205189.711253,12,4294967293,131,0
1582205189.711253,12,4294967291,0,0
1582205189.711253,12,1,0,0
1582205189.711253,12,2,0,0
1582205189.583819,13,0,0,0
1582205189.583819,13,65533,0,0
1582205189.583819,13,65534,0,0
1582205189.583819,13,65531,0,0
1582205189.583819,13,4294967293,131,0
1582205189.583819,13,4294967291,0,0
1582205189.583819,13,1,0,0
1582205189.583819,13,2,0,0
1582205189.738099,14,0,0,0
1582205189.738099,14,65533,0,0
1582205189.738099,14,65534,0,0
1582205189.738099,14,65531,0,0
1582205189.738099,14,4294967293,132,0
1582205189.738099,14,4294967291,0,0
1582205189.738099,14,1,0,0
1582205189.738099,14,2,0,0
1582205189.564575,15,0,0,0
1582205189.564575,15,65533,0,0
1582205189.564575,15,65534,0,0
1582205189.564575,15,65531,0,0
1582205189.564575,15,4294967293,132,0
1582205189.564575,15,4294967291,0,0
1582205189.564575,15,1,0,0
1582205189.564575,15,2,0,0
1582205189.167323,16,0,0,0
1582205189.167323,16,65533,0,0
1582205189.167323,16,65534,0,0
1582205189.167323,16,65531,0,0
1582205189.167323,16,4294967293,131,0
1582205189.167323,16,4294967291,0,0
1582205189.167323,16,1,0,0
1582205189.167323,16,2,0,0
1582205189.521631,17,0,0,0
1582205189.521631,17,65533,0,0
1582205189.521631,17,65534,0,0
1582205189.521631,17,65531,0,0
1582205189.521631,17,4294967293,131,0
1582205189.521631,17,4294967291,0,0
1582205189.521631,17,1,0,0
1582205189.521631,17,2,0,0
1582205190.998041,1,0,0,0
1582205190.998041,1,65533,0,0
1582205190.998041,1,65534,0,0
1582205190.998041,1,65531,0,0
1582205190.998041,1,4294967293,131,0
1582205190.998041,1,4294967291,0,0
1582205190.998041,1,1,0,0
1582205190.998041,1,2,0,0
1582205190.998041,1,4,0,0
1582205190.998041,1,5,0,0
1582205190.998041,1,3,0,0
1582205191.416718,2,0,0,0
1582205191.416718,2,65533,0,0
1582205191.416718,2,65534,0,0
1582205191.416718,2,65531,0,0
1582205191.416718,2,4294967293,131,0
1582205191.416718,2,4294967291,0,0
1582205191.416718,2,1,0,0
1582205191.416718,2,2,0,0
1582205191.416718,2,3,0,0
1582205191.827637,3,0,0,0
1582205191.827637,3,65533,0,0
1582205191.827637,3,65534,0,0
1582205191.827637,3,65531,0,0
1582205191.827637,3,4294967293,131,0
1582205191.827637,3,4294967291,0,0
1582205191.827637,3,1,0,0
1582205191.827637,3,2,0,0
1582205191.827637,3,4,0,0
1582205191.827637,3,5,0,0
1582205191.827637,3,3,0,0
1582205191.852903,4,0,0,0
1582205191.852903,4,65533,0,0
1582205191.852903,4,65534,0,0
1582205191.852903,4,65531,0,0
1582205191.852903,4,4294967293,132,0
1582205191.852903,4,4294967291,0,0
1582205191.852903,4,1,0,0
1582205191.852903,4,2,0,0
1582205191.852903,4,3,0,0
1582205191.280289,5,0,0,0
1582205191.280289,5,65533,0,0
1582205191.280289,5,65534,0,0
1582205191.280289,5,65531,0,0
1582205191.280289,5,4294967293,131,0
1582205191.280289,5,4294967291,0,0
1582205191.280289,5,4,0,0
1582205191.280289,5,1,0,0
1582205191.280289,5,2,0,0
1582205191.280289,5,3,0,0
1582205191.646813,6,0,0,0
1582205191.646813,6,65533,0,0
1582205191.646813,6,65534,0,0
1582205191.646813,6,65531,0,0
1582205191.646813,6,4294967293,131,0
1582205191.646813,6,4294967291,0,0
1582205191.646813,6,1,0,0
1582205191.646813,6,2,0,0
1582205191.646813,6,3,0,0
1582205191.013731,8,0,0,0
1582205191.013731,8,65533,0,0
1582205191.013731,8,65534,0,0
1582205191.013731,8,65531,0,0
1582205191.013731,8,4294967293,131,0
1582205191.013731,8,4294967291,0,0
1582205191.013731,8,1,0,0
1582205191.013731,8,2,0,0
1582205191.245209,9,0,0,0
1582205191.245209,9,65533,0,0
1582205191.245209,9,65534,0,0
1582205191.245209,9,65531,0,0
1582205191.245209,9,4294967293,131,0
1582205191.245209,9,4294967291,0,0
1582205191.245209,9,1,0,0
1582205191.245209,9,2,0,0
1582205191.399939,10,0,0,0
1582205191.399939,10,65533,0,0
1582205191.399939,10,65534,0,0
1582205191.399939,10,65531,0,0
1582205191.399939,10,4294967293,131,0
1582205191.399939,10,4294967291,0,0
1582205191.399939,10,1,0,0
1582205191.399939,10,2,0,0
1582205191.302641,11,0,0,0
1582205191.302641,11,65533,0,0
1582205191.302641,11,65534,0,0
1582205191.302641,11,65531,0,0
1582205191.302641,11,4294967293,131,0
1582205191.302641,11,4294967291,0,0
1582205191.302641,11,1,0,0
1582205191.302641,11,2,0,0
1582205191.804968,12,0,0,0
1582205191.804968,12,65533,0,0
1582205191.804968,12,65534,0,0
1582205191.804968,12,65531,0,0
1582205191.804968,12,4294967293,131,0
1582205191.804968,12,4294967291,0,0
1582205191.804968,12,1,0,0
1582205191.804968,12,2,0,0
1582205191.667801,13,0,0,0
1582205191.667801,13,65533,0,0
1582205191.667801,13,65534,0,0
1582205191.667801,13,65531,0,0
1582205191.667801,13,4294967293,131,0
1582205191.667801,13,4294967291,0,0
1582205191.667801,13,1,0,0
1582205191.667801,13,2,0,0
1582205191.839938,14,0,0,0
1582205191.839938,14,65533,0,0
1582205191.839938,14,65534,0,0
1582205191.839938,14,65531,0,0
1582205191.839938,14,4294967293,132,0
1582205191.839938,14,4294967291,0,0
1582205191.839938,14,1,0,0
1582205191.839938,14,2,0,0
1582205191.682313,15,0,0,0
1582205191.682313,15,65533,0,0
1582205191.682313,15,65534,0,0
1582205191.682313,15,65531,0,0
1582205191.682313,15,4294967293,132,0
1582205191.682313,15,4294967291,0,0
1582205191.682313,15,1,0,0
1582205191.682313,15,2,0,0
1582205191.2933,16,0,0,0
1582205191.2933,16,65533,0,0
1582205191.2933,16,65534,0,0
1582205191.2933,16,65531,0,0
1582205191.2933,16,4294967293,131,0
1582205191.2933,16,4294967291,0,0
1582205191.2933,16,1,0,0
1582205191.2933,16,2,0,0
1582205191.610299,17,0,0,0
1582205191.610299,17,65533,0,0
1582205191.610299,17,65534,0,0
1582205191.610299,17,65531,0,0
1582205191.610299,17,4294967293,131,0
1582205191.610299,17,4294967291,0,0
1582205191.610299,17,1,0,0
1582205191.610299,17,2,0,0
1582205193.07632,1,0,0,0
1582205193.07632,1,65533,0,0
1582205193.07632,1,65534,0,0
1582205193.07632,1,65531,0,0
1582205193.07632,1,4294967293,133,0
1582205193.07632,1,4294967291,0,0
1582205193.07632,1,1,0,0
1582205193.07632,1,2,0,0
1582205193.07632,1,4,0,0
1582205193.07632,1,5,0,0
1582205193.07632,1,3,0,0
1582205193.488734,2,0,0,0
1582205193.488734,2,65533,0,0
1582205193.488734,2,65534,0,0
1582205193.488734,2,65531,0,0
1582205193.488734,2,4294967293,132,0
1582205193.488734,2,4294967291,0,0
1582205193.488734,2,1,0,0
1582205193.488734,2,2,0,0
1582205193.488734,2,3,0,0
1582205193.937587,3,0,0,0
1582205193.937587,3,65533,0,0
1582205193.937587,3,65534,0,0
1582205193.937587,3,65531,0,0
1582205193.937587,3,4294967293,131,0
1582205193.937587,3,4294967291,0,0
1582205193.937587,3,1,0,0
1582205193.937587,3,2,0,0
1582205193.937587,3,4,0,0
1582205193.937587,3,5,0,0
1582205193.937587,3,3,0,0
1582205193.954436,4,0,0,0
1582205193.954436,4,65533,0,0
1582205193.954436,4,65534,0,0
1582205193.954436,4,65531,0,0
1582205193.954436,4,4294967293,133,0
1582205193.954436,4,4294967291,0,0
1582205193.954436,4,1,0,0
1582205193.954436,4,2,0,0
1582205193.954436,4,3,0,0
1582205193.356011,5,0,0,0
1582205193.356011,5,65533,0,0
1582205193.356011,5,65534,0,0
1582205193.356011,5,65531,0,0
1582205193.356011,5,4294967293,133,0
1582205193.356011,5,4294967291,0,0
1582205193.356011,5,4,0,0
1582205193.356011,5,1,0,0
1582205193.356011,5,2,0,0
1582205193.356011,5,3,0,0
1582205193.736166,6,0,0,0
1582205193.736166,6,65533,0,0
1582205193.736166,6,65534,0,0
1582205193.736166,6,65531,0,0
1582205193.736166,6,4294967293,131,0
1582205193.736166,6,4294967291,0,0
1582205193.736166,6,1,0,0
1582205193.736166,6,2,0,0
1582205193.736166,6,3,0,0
1582205193.087884,8,0,0,0
1582205193.087884,8,65533,0,0
1582205193.087884,8,65534,0,0
1582205193.087884,8,65531,0,0
1582205193.087884,8,4294967293,133,0
1582205193.087884,8,4294967291,0,0
1582205193.087884,8,1,0,0
1582205193.087884,8,2,0,0
1582205193.31001,9,0,0,0
1582205193.31001,9,65533,0,0
1582205193.31001,9,65534,0,0
1582205193.31001,9,65531,0,0
1582205193.31001,9,4294967293,133,0
1582205193.31001,9,4294967291,0,0
1582205193.31001,9,1,0,0
1582205193.31001,9,2,0,0
1582205193.476376,10,0,0,0
1582205193.476376,10,65533,0,0
1582205193.476376,10,65534,0,0
1582205193.476376,10,65531,0,0
1582205193.476376,10,4294967293,132,0
1582205193.476376,10,4294967291,0,0
1582205193.476376,10,1,0,0
1582205193.476376,10,2,0,0
1582205193.36844,11,0,0,0
1582205193.36844,11,65533,0,0
1582205193.36844,11,65534,0,0
1582205193.36844,11,65531,0,0
1582205193.36844,11,4294967293,131,0
1582205193.36844,11,4294967291,0,0
1582205193.36844,11,1,0,0
1582205193.36844,11,2,0,0
1582205193.918656,12,0,0,0
1582205193.918656,12,65533,0,0
1582205193.918656,12,65534,0,0
1582205193.918656,12,65531,0,0
1582205193.918656,12,4294967293,131,0
1582205193.918656,12,4294967291,0,0
