Time,Switch,Interface,Sent,Received
1582205044.736501,11,65534,0,0
1582205044.736501,11,65531,0,0
1582205044.736501,11,4294967293,25,0
1582205044.736501,11,4294967291,0,0
1582205044.736501,11,1,0,0
1582205044.736501,11,2,0,0
1582205045.263197,12,0,0,0
1582205045.263197,12,65533,0,0
1582205045.263197,12,65534,0,0
1582205045.263197,12,65531,0,0
1582205045.263197,12,4294967293,26,0
1582205045.263197,12,4294967291,0,0
1582205045.263197,12,1,0,0
1582205045.263197,12,2,0,0
1582205045.086186,13,0,0,0
1582205045.086186,13,65533,0,0
1582205045.086186,13,65534,0,0
1582205045.086186,13,65531,0,0
1582205045.086186,13,4294967293,28,0
1582205045.086186,13,4294967291,0,0
1582205045.086186,13,1,0,0
1582205045.086186,13,2,0,0
1582205045.298255,14,0,0,0
1582205045.298255,14,65533,0,0
1582205045.298255,14,65534,0,0
1582205045.298255,14,65531,0,0
1582205045.298255,14,4294967293,26,0
1582205045.298255,14,4294967291,0,0
1582205045.298255,14,1,0,0
1582205045.298255,14,2,0,0
1582205045.119813,15,0,0,0
1582205045.119813,15,65533,0,0
1582205045.119813,15,65534,0,0
1582205045.119813,15,65531,0,0
1582205045.119813,15,4294967293,29,0
1582205045.119813,15,4294967291,0,0
1582205045.119813,15,1,0,0
1582205045.119813,15,2,0,0
1582205044.74721,16,0,0,0
1582205044.74721,16,65533,0,0
1582205044.74721,16,65534,0,0
1582205044.74721,16,65531,0,0
1582205044.74721,16,4294967293,27,0
1582205044.74721,16,4294967291,0,0
1582205044.74721,16,1,0,0
1582205044.74721,16,2,0,0
1582205045.055545,17,0,0,0
1582205045.055545,17,65533,0,0
1582205045.055545,17,65534,0,0
1582205045.055545,17,65531,0,0
1582205045.055545,17,4294967293,30,0
1582205045.055545,17,4294967291,0,0
1582205045.055545,17,1,0,0
1582205045.055545,17,2,0,0
1582205046.537944,1,0,0,0
1582205046.537944,1,65533,0,0
1582205046.537944,1,65534,0,0
1582205046.537944,1,65531,0,0
1582205046.537944,1,4294967293,37,0
1582205046.537944,1,4294967291,0,0
1582205046.537944,1,1,0,0
1582205046.537944,1,2,0,0
1582205046.537944,1,4,0,0
1582205046.537944,1,5,0,0
1582205046.537944,1,3,0,0
1582205046.969958,2,0,0,0
1582205046.969958,2,65533,0,0
1582205046.969958,2,65534,0,0
1582205046.969958,2,65531,0,0
1582205046.969958,2,4294967293,32,0
1582205046.969958,2,4294967291,0,0
1582205046.969958,2,1,0,0
1582205046.969958,2,2,0,0
1582205046.969958,2,3,0,0
1582205047.371419,3,0,0,0
1582205047.371419,3,65533,0,0
1582205047.371419,3,65534,0,0
1582205047.371419,3,65531,0,0
1582205047.371419,3,4294967293,32,0
1582205047.371419,3,4294967291,0,0
1582205047.371419,3,1,0,0
1582205047.371419,3,2,0,0
1582205047.371419,3,4,0,0
1582205047.371419,3,5,0,0
1582205047.371419,3,3,0,0
1582205047.396845,4,0,0,0
1582205047.396845,4,65533,0,0
1582205047.396845,4,65534,0,0
1582205047.396845,4,65531,0,0
1582205047.396845,4,4294967293,30,0
1582205047.396845,4,4294967291,0,0
1582205047.396845,4,1,0,0
1582205047.396845,4,2,0,0
1582205047.396845,4,3,0,0
1582205046.822319,5,0,0,0
1582205046.822319,5,65533,0,0
1582205046.822319,5,65534,0,0
1582205046.822319,5,65531,0,0
1582205046.822319,5,4294967293,37,0
1582205046.822319,5,4294967291,0,0
1582205046.822319,5,4,0,0
1582205046.822319,5,1,0,0
1582205046.822319,5,2,0,0
1582205046.822319,5,3,0,0
1582205047.206959,6,0,0,0
1582205047.206959,6,65533,0,0
1582205047.206959,6,65534,0,0
1582205047.206959,6,65531,0,0
1582205047.206959,6,4294967293,34,0
1582205047.206959,6,4294967291,0,0
1582205047.206959,6,1,0,0
1582205047.206959,6,2,0,0
1582205047.206959,6,3,0,0
1582205046.55343,8,0,0,0
1582205046.55343,8,65533,0,0
1582205046.55343,8,65534,0,0
1582205046.55343,8,65531,0,0
1582205046.55343,8,4294967293,37,0
1582205046.55343,8,4294967291,0,0
1582205046.55343,8,1,0,0
1582205046.55343,8,2,0,0
1582205046.771444,9,0,0,0
1582205046.771444,9,65533,0,0
1582205046.771444,9,65534,0,0
1582205046.771444,9,65531,0,0
1582205046.771444,9,4294967293,37,0
1582205046.771444,9,4294967291,0,0
1582205046.771444,9,1,0,0
1582205046.771444,9,2,0,0
1582205046.946209,10,0,0,0
1582205046.946209,10,65533,0,0
1582205046.946209,10,65534,0,0
1582205046.946209,10,65531,0,0
1582205046.946209,10,4294967293,35,0
1582205046.946209,10,4294967291,0,0
1582205046.946209,10,1,0,0
1582205046.946209,10,2,0,0
1582205046.803289,11,0,0,0
1582205046.803289,11,65533,0,0
1582205046.803289,11,65534,0,0
1582205046.803289,11,65531,0,0
1582205046.803289,11,4294967293,38,0
1582205046.803289,11,4294967291,0,0
1582205046.803289,11,1,0,0
1582205046.803289,11,2,0,0
1582205047.346198,12,0,0,0
1582205047.346198,12,65533,0,0
1582205047.346198,12,65534,0,0
1582205047.346198,12,65531,0,0
1582205047.346198,12,4294967293,35,0
1582205047.346198,12,4294967291,0,0
1582205047.346198,12,1,0,0
1582205047.346198,12,2,0,0
1582205047.218593,13,0,0,0
1582205047.218593,13,65533,0,0
1582205047.218593,13,65534,0,0
1582205047.218593,13,65531,0,0
1582205047.218593,13,4294967293,33,0
1582205047.218593,13,4294967291,0,0
1582205047.218593,13,1,0,0
1582205047.218593,13,2,0,0
1582205047.384055,14,0,0,0
1582205047.384055,14,65533,0,0
1582205047.384055,14,65534,0,0
1582205047.384055,14,65531,0,0
1582205047.384055,14,4294967293,34,0
1582205047.384055,14,4294967291,0,0
1582205047.384055,14,1,0,0
1582205047.384055,14,2,0,0
1582205047.189639,15,0,0,0
1582205047.189639,15,65533,0,0
1582205047.189639,15,65534,0,0
1582205047.189639,15,65531,0,0
1582205047.189639,15,4294967293,35,0
1582205047.189639,15,4294967291,0,0
1582205047.189639,15,1,0,0
1582205047.189639,15,2,0,0
1582205046.83534,16,0,0,0
1582205046.83534,16,65533,0,0
1582205046.83534,16,65534,0,0
1582205046.83534,16,65531,0,0
1582205046.83534,16,4294967293,37,0
1582205046.83534,16,4294967291,0,0
1582205046.83534,16,1,0,0
1582205046.83534,16,2,0,0
1582205047.153324,17,0,0,0
1582205047.153324,17,65533,0,0
1582205047.153324,17,65534,0,0
1582205047.153324,17,65531,0,0
1582205047.153324,17,4294967293,35,0
1582205047.153324,17,4294967291,0,0
1582205047.153324,17,1,0,0
1582205047.153324,17,2,0,0
1582205048.594471,1,0,0,0
1582205048.594471,1,65533,0,0
1582205048.594471,1,65534,0,0
1582205048.594471,1,65531,0,0
1582205048.594471,1,4294967293,39,0
1582205048.594471,1,4294967291,0,0
1582205048.594471,1,1,0,0
1582205048.594471,1,2,0,0
1582205048.594471,1,4,0,0
1582205048.594471,1,5,0,0
1582205048.594471,1,3,0,0
1582205049.012186,2,0,0,0
1582205049.012186,2,65533,0,0
1582205049.012186,2,65534,0,0
1582205049.012186,2,65531,0,0
1582205049.012186,2,4294967293,39,0
1582205049.012186,2,4294967291,0,0
1582205049.012186,2,1,0,0
1582205049.012186,2,2,0,0
1582205049.012186,2,3,0,0
1582205049.426018,3,0,0,0
1582205049.426018,3,65533,0,0
1582205049.426018,3,65534,0,0
1582205049.426018,3,65531,0,0
1582205049.426018,3,4294967293,37,0
1582205049.426018,3,4294967291,0,0
1582205049.426018,3,1,0,0
1582205049.426018,3,2,0,0
1582205049.426018,3,4,0,0
1582205049.426018,3,5,0,0
1582205049.426018,3,3,0,0
1582205049.447567,4,0,0,0
1582205049.447567,4,65533,0,0
1582205049.447567,4,65534,0,0
1582205049.447567,4,65531,0,0
1582205049.447567,4,4294967293,35,0
1582205049.447567,4,4294967291,0,0
1582205049.447567,4,1,0,0
1582205049.447567,4,2,0,0
1582205049.447567,4,3,0,0
1582205048.844324,5,0,0,0
1582205048.844324,5,65533,0,0
1582205048.844324,5,65534,0,0
1582205048.844324,5,65531,0,0
1582205048.844324,5,4294967293,40,0
1582205048.844324,5,4294967291,0,0
1582205048.844324,5,4,0,0
1582205048.844324,5,1,0,0
1582205048.844324,5,2,0,0
1582205048.844324,5,3,0,0
1582205049.253055,6,0,0,0
1582205049.253055,6,65533,0,0
1582205049.253055,6,65534,0,0
1582205049.253055,6,65531,0,0
1582205049.253055,6,4294967293,43,0
1582205049.253055,6,4294967291,0,0
1582205049.253055,6,1,0,0
1582205049.253055,6,2,0,0
1582205049.253055,6,3,0,0
1582205048.612742,8,0,0,0
1582205048.612742,8,65533,0,0
1582205048.612742,8,65534,0,0
1582205048.612742,8,65531,0,0
1582205048.612742,8,4294967293,39,0
1582205048.612742,8,4294967291,0,0
1582205048.612742,8,1,0,0
1582205048.612742,8,2,0,0
1582205048.793552,9,0,0,0
1582205048.793552,9,65533,0,0
1582205048.793552,9,65534,0,0
1582205048.793552,9,65531,0,0
1582205048.793552,9,4294967293,40,0
1582205048.793552,9,4294967291,0,0
1582205048.793552,9,1,0,0
1582205048.793552,9,2,0,0
1582205048.997001,10,0,0,0
1582205048.997001,10,65533,0,0
1582205048.997001,10,65534,0,0
1582205048.997001,10,65531,0,0
1582205048.997001,10,4294967293,39,0
1582205048.997001,10,4294967291,0,0
1582205048.997001,10,1,0,0
1582205048.997001,10,2,0,0
1582205048.85484,11,0,0,0
1582205048.85484,11,65533,0,0
1582205048.85484,11,65534,0,0
1582205048.85484,11,65531,0,0
1582205048.85484,11,4294967293,40,0
1582205048.85484,11,4294967291,0,0
1582205048.85484,11,1,0,0
1582205048.85484,11,2,0,0
1582205049.437205,12,0,0,0
1582205049.437205,12,65533,0,0
1582205049.437205,12,65534,0,0
1582205049.437205,12,65531,0,0
1582205049.437205,12,4294967293,42,0
1582205049.437205,12,4294967291,0,0
1582205049.437205,12,1,0,0
1582205049.437205,12,2,0,0
1582205049.224344,13,0,0,0
1582205049.224344,13,65533,0,0
1582205049.224344,13,65534,0,0
1582205049.224344,13,65531,0,0
1582205049.224344,13,4294967293,43,0
1582205049.224344,13,4294967291,0,0
1582205049.224344,13,1,0,0
1582205049.224344,13,2,0,0
1582205049.399121,14,0,0,0
1582205049.399121,14,65533,0,0
1582205049.399121,14,65534,0,0
1582205049.399121,14,65531,0,0
1582205049.399121,14,4294967293,40,0
1582205049.399121,14,4294967291,0,0
1582205049.399121,14,1,0,0
1582205049.399121,14,2,0,0
1582205049.237518,15,0,0,0
1582205049.237518,15,65533,0,0
1582205049.237518,15,65534,0,0
1582205049.237518,15,65531,0,0
1582205049.237518,15,4294967293,44,0
1582205049.237518,15,4294967291,0,0
1582205049.237518,15,1,0,0
1582205049.237518,15,2,0,0
1582205048.813161,16,0,0,0
1582205048.813161,16,65533,0,0
1582205048.813161,16,65534,0,0
1582205048.813161,16,65531,0,0
1582205048.813161,16,4294967293,40,0
1582205048.813161,16,4294967291,0,0
1582205048.813161,16,1,0,0
1582205048.813161,16,2,0,0
1582205049.1992,17,0,0,0
1582205049.1992,17,65533,0,0
1582205049.1992,17,65534,0,0
1582205049.1992,17,65531,0,0
1582205049.1992,17,4294967293,43,0
1582205049.1992,17,4294967291,0,0
1582205049.1992,17,1,0,0
1582205049.1992,17,2,0,0
1582205050.683187,1,0,0,0
1582205050.683187,1,65533,0,0
1582205050.683187,1,65534,0,0
1582205050.683187,1,65531,0,0
1582205050.683187,1,4294967293,43,0
1582205050.683187,1,4294967291,0,0
1582205050.683187,1,1,0,0
1582205050.683187,1,2,0,0
1582205050.683187,1,4,0,0
1582205050.683187,1,5,0,0
1582205050.683187,1,3,0,0
1582205051.107917,2,0,0,0
1582205051.107917,2,65533,0,0
1582205051.107917,2,65534,0,0
1582205051.107917,2,65531,0,0
1582205051.107917,2,4294967293,40,0
1582205051.107917,2,4294967291,0,0
1582205051.107917,2,1,0,0
1582205051.107917,2,2,0,0
1582205051.107917,2,3,0,0
1582205051.542104,3,0,0,0
1582205051.542104,3,65533,0,0
1582205051.542104,3,65534,0,0
1582205051.542104,3,65531,0,0
1582205051.542104,3,4294967293,43,0
1582205051.542104,3,4294967291,0,0
1582205051.542104,3,1,0,0
1582205051.542104,3,2,0,0
1582205051.542104,3,4,0,0
1582205051.542104,3,5,0,0
1582205051.542104,3,3,0,0
1582205051.526083,4,0,0,0
1582205051.526083,4,65533,0,0
1582205051.526083,4,65534,0,0
1582205051.526083,4,65531,0,0
1582205051.526083,4,4294967293,44,0
1582205051.526083,4,4294967291,0,0
1582205051.526083,4,1,0,0
1582205051.526083,4,2,0,0
1582205051.526083,4,3,0,0
1582205050.945126,5,0,0,0
1582205050.945126,5,65533,0,0
1582205050.945126,5,65534,0,0
1582205050.945126,5,65531,0,0
1582205050.945126,5,4294967293,43,0
1582205050.945126,5,4294967291,0,0
1582205050.945126,5,4,0,0
1582205050.945126,5,1,0,0
1582205050.945126,5,2,0,0
1582205050.945126,5,3,0,0
1582205051.344808,6,0,0,0
1582205051.344808,6,65533,0,0
1582205051.344808,6,65534,0,0
1582205051.344808,6,65531,0,0
1582205051.344808,6,4294967293,43,0
1582205051.344808,6,4294967291,0,0
1582205051.344808,6,1,0,0
1582205051.344808,6,2,0,0
1582205051.344808,6,3,0,0
1582205050.701411,8,0,0,0
1582205050.701411,8,65533,0,0
1582205050.701411,8,65534,0,0
1582205050.701411,8,65531,0,0
1582205050.701411,8,4294967293,43,0
1582205050.701411,8,4294967291,0,0
1582205050.701411,8,1,0,0
1582205050.701411,8,2,0,0
1582205050.899154,9,0,0,0
1582205050.899154,9,65533,0,0
1582205050.899154,9,65534,0,0
1582205050.899154,9,65531,0,0
1582205050.899154,9,4294967293,43,0
1582205050.899154,9,4294967291,0,0
1582205050.899154,9,1,0,0
1582205050.899154,9,2,0,0
1582205051.127094,10,0,0,0
1582205051.127094,10,65533,0,0
1582205051.127094,10,65534,0,0
1582205051.127094,10,65531,0,0
1582205051.127094,10,4294967293,43,0
1582205051.127094,10,4294967291,0,0
1582205051.127094,10,1,0,0
1582205051.127094,10,2,0,0
1582205050.959441,11,0,0,0
1582205050.959441,11,65533,0,0
1582205050.959441,11,65534,0,0
1582205050.959441,11,65531,0,0
1582205050.959441,11,4294967293,43,0
1582205050.959441,11,4294967291,0,0
1582205050.959441,11,1,0,0
1582205050.959441,11,2,0,0
1582205051.511865,12,0,0,0
1582205051.511865,12,65533,0,0
1582205051.511865,12,65534,0,0
1582205051.511865,12,65531,0,0
1582205051.511865,12,4294967293,43,0
1582205051.511865,12,4294967291,0,0
1582205051.511865,12,1,0,0
1582205051.511865,12,2,0,0
1582205051.313625,13,0,0,0
1582205051.313625,13,65533,0,0
1582205051.313625,13,65534,0,0
1582205051.313625,13,65531,0,0
1582205051.313625,13,4294967293,43,0
1582205051.313625,13,4294967291,0,0
1582205051.313625,13,1,0,0
1582205051.313625,13,2,0,0
1582205051.484995,14,0,0,0
1582205051.484995,14,65533,0,0
1582205051.484995,14,65534,0,0
1582205051.484995,14,65531,0,0
1582205051.484995,14,4294967293,44,0
1582205051.484995,14,4294967291,0,0
1582205051.484995,14,1,0,0
1582205051.484995,14,2,0,0
1582205051.328979,15,0,0,0
1582205051.328979,15,65533,0,0
1582205051.328979,15,65534,0,0
1582205051.328979,15,65531,0,0
1582205051.328979,15,4294967293,44,0
1582205051.328979,15,4294967291,0,0
1582205051.328979,15,1,0,0
1582205051.328979,15,2,0,0
1582205050.971488,16,0,0,0
